type,text
ham,It doesnt make sense to take it there unless i...
spam,88800 and 89034 are premium phone services cal...
ham,"Under the sea, there lays a rock. In the rock,..."
ham,Then mum's repent how?
ham,Sorry me going home first... Daddy come fetch ...
ham,Leave it de:-). Start Prepare for next:-)..
ham,Yes baby! We can study all the positions of th...
ham,En chikku nange bakra msg kalstiya..then had t...
ham,Carlos'll be here in a minute if you still nee...
ham,This pay is &lt;DECIMAL&gt; lakhs:)
ham,Have a good evening! Ttyl
ham,Did u receive my msg?
ham,Ho ho - big belly laugh! See ya tomo
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wa..."
spam,Get ur 1st RINGTONE FREE NOW! Reply to this ms...
ham,Ditto. And you won't have to worry about me sa...
ham,"I've got &lt;#&gt; , any way I could pick up?"
ham,"I dont knw pa, i just drink milk.."
ham,Maybe?! Say hi to and find out if got his ca...
ham,"Piggy, r u awake? I bet u're still sleeping. I..."
ham,Cause I'm not freaky lol
ham,Missed your call cause I was yelling at scrapp...
ham,What is this 'hex' place you talk of? Explain!
ham,? log off 4 wat. It's sdryb8i
ham,Is xy going 4 e lunch?
spam,Hi I'm sue. I am 20 years old and work as a la...
ham,I wanted to ask ¨¹ to wait 4 me to finish lect...
ham,Have you finished work yet? :)
ham,Every King Was Once A Crying Baby And Every Gr...
ham,"Dear,Me at cherthala.in case u r coming cochin..."
ham,Thanks love. But am i doing torch or bold.
spam,<Forwarded from 448712404000>Please CALL 08712...
ham,Was the farm open?
ham,Sorry to trouble u again. Can buy 4d for my da...
ham,"My sister in law, hope you are having a great ..."
ham,Will purchase d stuff today and mail to you. D...
ham,Ah poop. Looks like ill prob have to send in m...
ham,Good. Good job. I like entrepreneurs
ham,"Aight, you close by or still down around alex'..."
ham,meet you in corporation st outside gap ?you ca...
ham,Mum ask ¨¹ to buy food home...
ham,K..u also dont msg or reply to his msg..
ham,How much r ¨¹ willing to pay?
ham,"Sorry, I'll call later"
ham,What is important is that you prevent dehydrat...
ham,"Thats a bit weird, even ?- where is the do sup..."
ham,True dear..i sat to pray evening and felt so.s...
ham,I don't think I can get away for a trek that l...
ham,So when do you wanna gym harri
ham,Quite late lar... Ard 12 anyway i wun b drivin...
spam,To review and KEEP the fantastic Nokia N-Gage ...
spam,4mths half price Orange line rental & latest c...
ham,Height of Confidence: All the Aeronautics prof...
ham,It just seems like weird timing that the night...
spam,08714712388 between 10am-7pm Cost 10p
ham,Save yourself the stress. If the person has a ...
ham,He also knows about lunch menu only da. . I know
ham,When i have stuff to sell i.ll tell you
spam,+449071512431 URGENT! This is the 2nd attempt ...
ham,Book which lesson? then you msg me... I will c...
spam,You have WON a guaranteed ?1000 cash or a ?200...
ham,Macha dont feel upset.i can assume your mindse...
ham,Oh is it? Send me the address
ham,S'fine. Anytime. All the best with it.
ham,That is wondar full flim.
ham,Ya even those cookies have jelly on them
ham,The world is running and i am still.maybe all ...
ham,Got it! It looks scrumptious... daddy wants to...
ham,Of cos can lar i'm not so ba dao ok... 1 pm lo...
ham,"Alright omw, gotta change my order to a half8th"
ham,Exactly. Anyways how far. Is jide her to study...
ham,Dunno y u ask me.
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject:...
ham,No he didn't. Spring is coming early yay!
ham,Lol you won't feel bad when I use her money to...
ham,Even u dont get in trouble while convincing..j...
ham,Leaving to qatar tonite in search of an opport...
ham,Then why no one talking to me
ham,Thanks for looking out for me. I really apprec...
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 M...
ham,Wish i were with you now!
ham,Haha mayb u're rite... U know me well. Da feel...
ham,Yes i will be there. Glad you made it.
ham,Do well :)all will for little time. Thing of g...
ham,Just got up. have to be out of the room very s...
ham,Ok. There may be a free gym about.
ham,Men like shorter ladies. Gaze up into his eyes.
ham,Dunno he jus say go lido. Same time 930.
ham,"I promise to take good care of you, princess. ..."
spam,U are subscribed to the best Mobile Content Se...
ham,Is there a reason we've not spoken this year? ...
ham,By monday next week. Give me the full gist
spam,"Do you realize that in about 40 years, we'll h..."
spam,You have an important customer service announc...
ham,Dont gimme that lip caveboy
ham,When did you get to the library
ham,Realy sorry-i don't recognise this number and ...
ham,So why didnt you holla?
ham,Cant think of anyone with * spare room off * t...
ham,"Faith makes things possible,Hope makes things ..."
ham,U should have made an appointment
ham,"Call me when you/carlos is/are here, my phone'..."
spam,"Romantic Paris. 2 nights, 2 flights from ?79 B..."
ham,"We are at grandmas. Oh dear, u still ill? I fe..."
spam,Urgent Ur ?500 guaranteed award is still uncla...
ham,Nothing but we jus tot u would ask cos u ba gu...
ham,"Wishing you and your family Merry ""X"" mas and ..."
spam,UR awarded a City Break and could WIN a ?200 S...
ham,"I'm nt goin, got somethin on, unless they meet..."
ham,"Sorry, I'll call later"
ham,I cant pick the phone right now. Pls send a me...
ham,Lol I know! They're so dramatic. Schools alrea...
ham,Not getting anywhere with this damn job huntin...
ham,Lol! U drunkard! Just doing my hair at d momen...
ham,"idc get over here, you are not weaseling your ..."
ham,I wil be there with in &lt;#&gt; minutes. Go...
ham,Just sleeping..and surfing
ham,Thanks for picking up the trash.
ham,Why don't you go tell your friend you're not s...
ham,"""Hi its Kate it was lovely to see you tonight ..."
ham,Happy New year my dear brother. I really do mi...
ham,That means get the door
ham,Your opinion about me? 1. Over 2. Jada 3. Kusr...
ham,"Hmmm ... I thought we said 2 hours slave, not ..."
ham,Beerage?
spam,You have an important customer service announc...
ham,Dont think so. It turns off like randomlly wit...
ham,"She was supposed to be but couldn't make it, s..."
ham,It does it on its own. Most of the time it fix...
spam,Ever thought about living a good life with a p...
spam,"5 Free Top Polyphonic Tones call 087018728737,..."
ham,Gud mrng dear hav a nice day
ham,This is hoping you enjoyed your game yesterday...
ham,All e best 4 ur driving tmr :-)
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE...
ham,Omg I want to scream. I weighed myself and I l...
ham,There generally isn't one. It's an uncountable...
ham,it's really getting me down just hanging around.
spam,"Orange customer, you may now claim your FREE C..."
ham,"""Petey boy whereare you me and all your friend..."
ham,Ok i msg u b4 i leave my house.
ham,"""Gimme a few"" was &lt;#&gt; minutes ago"
spam,Last Chance! Claim ur ?150 worth of discount v...
ham,Appt is at &lt;TIME&gt; am. Not my fault u don...
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile ...
spam,You have won a guaranteed ?200 award or even ?...
ham,K I'll be there before 4.
ham,I dled 3d its very imp
ham,"sure, but make sure he knows we ain't smokin yet"
ham,Boooo you always work. Just quit.
ham,I am taking half day leave bec i am not well
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,S:)s.nervous &lt;#&gt; :)
ham,So there's a ring that comes with the guys cos...
spam,Congratulations ur awarded either ?500 of CD g...
ham,I borrow ur bag ok.
spam,U were outbid by simonwatson5120 on the Shinco...
ham,Where's my boytoy? I miss you ... What happened?
ham,"He has lots of used ones babe, but the model d..."
ham,Also are you bringing galileo or dobby
ham,Then why you not responding
ham,"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GET..."
ham,Good afternoon starshine! How's my boytoy? Doe...
ham,On the road so cant txt
spam,"SMSSERVICES. for yourinclusive text credits, p..."
spam,25p 4 alfie Moon's Children in need song on ur...
ham,Have a good evening! Ttyl
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Hahaha..use your brain dear
ham,Hey. You got any mail?
ham,"Sorry light turned green, I meant another frie..."
ham,Thanks for yesterday sir. You have been wonder...
spam,U have a secret admirer. REVEAL who thinks U R...
ham,Hi mate its RV did u hav a nice hol just a mes...
spam,"Dear Voucher Holder, To claim this weeks offer..."
ham,Thank you so much. When we skyped wit kz and s...
ham,Surely result will offer:)
ham,Good Morning my Dear........... Have a great &...
spam,Do you want 750 anytime any network mins 150 t...
ham,"Sir, I have been late in paying rent for the p..."
spam,We tried to contact you re our offer of New Vi...
spam,Last chance 2 claim ur ?150 worth of discount ...
ham,I luv u soo much u don't understand how specia...
ham,Pls send me a comprehensive mail about who i'm...
ham,Our Prashanthettan's mother passed away last n...
spam,Urgent! call 09066350750 from your landline. Y...
ham,K.k:)when are you going?
ham,Meanwhile in the shit suite: xavier decided to...
ham,My stomach has been thru so much trauma I swea...
ham,I am in office:)whats the matter..msg me now.i...
ham,Yeah there's barely enough room for the two of...
spam,Today's Offer! Claim ur ?150 worth of discount...
ham,U reach orchard already? U wan 2 go buy ticket...
ham,"I am real, baby! I want to bring out your inne..."
ham,No da if you run that it activate the full ver...
ham,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PRO..."
ham,Stop the story. I've told him i've returned it...
spam,Talk sexy!! Make new friends or fall in love i...
ham,Going to take your babe out ?
ham,Hai ana tomarrow am coming on morning. &lt;DE...
ham,Spoons it is then okay?
ham,Did he just say somebody is named tampa
ham,In work now. Going have in few min.
ham,Your brother is a genius
ham,"Sorry, I guess whenever I can get a hold of my..."
ham,Did u find out what time the bus is at coz i n...
ham,Dude ive been seeing a lotta corvettes lately
spam,Congratulations ur awarded either a yrs supply...
ham,"Same here, but I consider walls and bunkers an..."
spam,PRIVATE! Your 2003 Account Statement for 07808...
spam,Hello. We need some posh birds and chaps to us...
spam,What do U want for Xmas? How about 100 free te...
ham,"Well am officially in a philosophical hole, so..."
ham,Its going good...no problem..but still need li...
ham,I'll text you when I drop x off
ham,Ugh its been a long day. I'm exhausted. Just w...
ham,Talk With Yourself Atleast Once In A Day...!!!...
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, ?..."
ham,Are you in castor? You need to see something
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD playe...
spam,U have a secret admirer who is looking 2 make ...
spam,U have a Secret Admirer who is looking 2 make ...
spam,Reminder: You have not downloaded the content ...
ham,"see, i knew giving you a break a few times wou..."
ham,I love to give massages. I use lots of baby oi...
ham,Dude we should go sup again
ham,Yoyyooo u know how to change permissions for a...
ham,Gibbs unsold.mike hussey
ham,I like to talk pa but am not able to. I dont k...
ham,Y dun cut too short leh. U dun like ah? She fa...
ham,You unbelievable faglord
ham,Wife.how she knew the time of murder exactly
ham,Why do you ask princess?
ham,I am great princess! What are you thinking abo...
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctarg...
ham,It's ok i noe u're busy but i'm really too bor...
ham,Doesn't g have class early tomorrow and thus s...
ham,"Superb Thought- ""Be grateful that u dont have ..."
ham,Hope you are having a good week. Just checking in
ham,I'm used to it. I just hope my agents don't dr...
ham,"Thursday night? Yeah, sure thing, we'll work i..."
spam,Your free ringtone is waiting to be collected....
ham,Probably money worries. Things are coming due ...
ham,How is it possible to teach you. And where.
ham,I wonder if your phone battery went dead ? I h...
ham,Lovely smell on this bus and it ain't tobacco...
ham,"We're all getting worried over here, derek and..."
ham,Hey what's up charles sorry about the late reply.
spam,"all the lastest from Stereophonics, Marley, Di..."
ham,I.ll give her once i have it. Plus she said gr...
ham,WHITE FUDGE OREOS ARE IN STORES
spam,"January Male Sale! Hot Gay chat now cheaper, c..."
ham,My love ! How come it took you so long to leav...
ham,I am sorry it hurt you.
ham,Can't. I feel nauseous. I'm so pissed. I didn'...
ham,Ok lor but not too early. Me still having proj...
ham,"Call me da, i am waiting for your call."
ham,I could ask carlos if we could get more if any...
ham,Was actually about to send you a reminder toda...
ham,"When people see my msgs, They think Iam addict..."
ham,Hey you gave them your photo when you register...
ham,Dont talk to him ever ok its my word.
ham,When u wana see it then
ham,On ma way to school. Can you pls send me ashle...
ham,It shall be fine. I have avalarr now. Will hol...
ham,She went to attend another two rounds today..b...
ham,Actually i deleted my old website..now i m blo...
ham,"K, wait chikku..il send aftr &lt;#&gt; mins"
ham,But I'm on a diet. And I ate 1 too many slices...
ham,K:)i will give my kvb acc details:)
ham,Oh all have to come ah?
spam,money!!! you r a lucky winner ! 2 claim your p...
ham,I'm really sorry i won't b able 2 do this frid...
ham,Congratulations ore mo owo re wa. Enjoy it and...
